,0,1,2,3,4,5,6
0,52.82,11.69,7.26,10.48,1.21,10.89,5.65
1,26.6,33.0,4.43,5.42,6.9,20.69,2.96
2,27.93,22.35,5.59,2.79,5.03,35.2,1.12
3,20.77,6.01,3.83,44.81,0.55,7.1,16.94
4,25.99,26.55,5.65,3.95,7.34,28.25,2.26
5,13.46,17.31,10.58,2.88,1.92,52.88,0.96
6,18.11,3.15,3.94,39.37,0.0,8.66,26.77
