,0,1,2,3,4,5,6
0,43.15,19.76,9.27,6.45,7.66,9.68,4.03
1,26.6,25.12,18.72,5.91,9.36,11.82,2.46
2,22.35,28.49,13.97,6.7,10.61,16.2,1.68
3,28.42,13.66,6.01,26.78,4.37,6.56,14.21
4,27.12,31.07,14.69,3.95,5.08,14.69,3.39
5,18.75,17.31,16.35,4.81,11.54,28.85,2.4
6,22.83,10.24,5.51,29.92,6.3,3.94,21.26
