,0,1,2,3,4,5,6
0,95.16,0.0,0.4,2.82,0.0,0.0,1.61
1,0.0,27.09,9.36,6.9,30.54,23.65,2.46
2,1.12,21.79,25.14,3.91,15.64,29.05,3.35
3,5.46,1.64,3.28,58.47,0.0,7.1,24.04
4,0.56,32.2,9.6,2.26,35.59,15.25,4.52
5,0.0,12.02,12.02,4.33,6.73,62.98,1.92
6,0.0,0.79,2.36,40.94,0.0,6.3,49.61
