,0,1,2,3,4,5,6
0,87.9,0.0,0.4,6.05,0.81,0.0,4.84
1,0.0,34.48,22.66,0.49,20.2,22.17,0.0
2,1.68,43.58,24.02,1.68,10.06,17.88,1.12
3,8.2,12.02,6.01,60.11,0.55,0.55,12.57
4,1.69,42.37,15.82,1.13,16.38,22.6,0.0
5,0.0,37.02,19.23,0.0,11.54,32.21,0.0
6,10.24,6.3,1.57,51.97,1.57,1.57,26.77
