,0,1,2,3,4,5,6
0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,47.78,10.18,8.21,23.65,9.69,0.49
2,0.19,14.71,31.84,22.16,16.76,13.59,0.74
3,0.0,6.92,11.29,61.75,3.46,14.75,1.82
4,0.19,34.84,10.55,9.42,34.84,10.17,0.0
5,0.0,8.81,3.21,8.97,4.33,70.51,4.17
6,0.0,0.63,0.84,1.27,0.0,3.59,93.67
