,0,1,2,3,4,5,6
0,30.51,5.91,4.57,33.33,17.47,2.42,5.78
1,31.2,5.58,5.09,37.93,16.91,0.99,2.3
2,34.26,3.91,10.06,37.8,11.17,0.37,2.42
3,16.39,1.64,13.66,62.66,1.64,3.1,0.91
4,30.51,4.71,3.95,33.15,22.98,1.32,3.39
5,12.02,0.48,4.65,21.47,11.38,19.39,30.61
6,1.05,0.0,3.16,20.68,6.12,13.08,55.91
