,0,1,2,3,4,5,6
0,62.5,8.87,4.44,17.74,2.69,3.76,0.0
1,63.71,8.05,3.28,17.41,4.27,3.28,0.0
2,50.84,5.77,6.15,31.47,0.37,5.4,0.0
3,31.51,3.1,2.0,47.18,0.0,14.03,2.19
4,54.43,9.04,5.08,20.53,8.29,2.64,0.0
5,21.79,2.08,1.28,34.13,0.16,36.7,3.85
6,5.49,0.84,0.63,16.46,0.0,4.01,72.57
